University,Program,Degree,Entrance Semester,Decision,Decision Date,GPA,GRE Verbal,GRE Writing,GRE,Date Added,Notes
Tulane University,Social Psychology,PhD,F23,Interview,,3.80,,,,2023-01-17,
University Of Maryland,Clinical Psychology,PhD,F23,Interview,,,,,,2023-01-17,To anyone still waiting to hear back- received email reply from program director that applications are still under review and not all interview invites have been sent out. Good luck to anyone still waiting!
University Of North Carolina Wilmington,Clinical Psychology,PhD,F23,Interview,,,,,,2023-01-17,To anyone still waiting to hear back- received email reply from program director that applications are still under review and not all interview invites have been sent out. Good luck to anyone still waiting!
City College Of New York,Clinical Psychology,PhD,F23,Interview,,,,,,2023-01-17,Was invited to interview by Admissions Committee on either 2/7 or 2/9
University Of Pennsylvania,Psychology,PhD,F23,Interview,,3.95,,,,2023-01-17,Official interview invitation. The interview will take place in early February virtually.
Vanderbilt University,Cognitive Psychology In Context,Masters,F23,Interview,,3.94,,,,2023-01-17,15mins interview with two professors
Florida International University,Clinical Psychology,PhD,F23,Rejected,2023-01-17,,,,,2023-01-17,Emailed DCT and they let me know that all interview invitations have already been sent out.
University Of North Texas,Clinical Psychology,PhD,F23,Rejected,2023-01-17,3.96,,,,2023-01-17,"Email stated: Thank you for your interest in attending the University of North Texas. Unfortunately, at this time you have not been selected for admission to the Clinical Psychology PhD program at UNT. We appreciate your interest and hope you continue to further your prospects in the field."
City College Of New York,Clinical Psychology,PhD,F23,Interview,,3.97,,,,2023-01-17,Invite for in-person interview either 2/7 or 2/9
University Of Connecticut,Psychology,PhD,S23,Interview,,4.00,,,,2023-01-17,
New York University,Developmental Psychology,PhD,S23,Interview,,4.00,,,,2023-01-17,
Arizona State University,Clinical Psychology,PhD,F23,Rejected,2023-01-12,,,,,2023-01-17,"Thank you for your application to the Clinical Psychology doctoral program at Arizona State University. This year we received nearly 300 applications for just 4 positions. Our Admissions Committee conducted a holistic review of each application and has had to turn away many impressive candidates. We want you to know that while your application was considered strong, and made it through our second round of review, we will not be able to consider your application further."
Rutgers,Clinical Psychology,PhD,F23,Wait listed,,,,,,2023-01-17,"IGNORE STATUS.
Has anyone received an email from PI: JH for an interview? Or has anyone who had a preliminary interview from her heard back from JH? Losing my mind as she said we should hear back last week, so I am not thinking it's a yes for me :( Someone, please ease my mind by telling me if she already let people know!"
Marquette University,Clinical Psychology,PhD,F23,Rejected,2023-01-17,,,,,2023-01-17,All interview invites have gone out.
University Of Arizona,Clinical Psychology,PhD,F23,Rejected,2023-01-17,,,,,2023-01-17,*NOT FORMAL REJECTION. Emailed admissions and all interviews have been sent out. Said they don't send out official rejection until March but assuming my chances are low.
University Of Florida,Counseling Psychology,PhD,S23,Rejected,2023-01-17,3.50,,,,2023-01-17,"Rejected after preliminary interview; ""At this time, the counseling program has already sent out all of our invitations for the final interview."""
"University Of California, Santa Cruz",Psychology,PhD,F23,Interview,,,,,,2023-01-17,Interviewed on 12/28
Ohio State University,Social Psychology,PhD,F23,Accepted,2023-01-17,,,,,2023-01-17,I had a PI interview on Jan 13th. PI told me that I was accepted via Zoom today.
Rutgers Universityâ€“New Brunswick,Clinical Psychology,PhD,F23,Interview,,,,,,2023-01-16,Invite from PI to formal interview. DCT invite pending.
University Of South Alabama,Clinical Psychology,PhD,F23,Interview,,4.00,,,,2023-01-16,Received a call from PI followed by an email invitation for the virtual interview day on Feb 9.
Adelphi University,Clinical Psychology,PhD,F23,Interview,,,,,,2023-01-16,Notified by email for a virtual interview day on 2/8.
Adelphi University,Clinical Psychology,PhD,F23,Interview,,,,,,2023-01-16,
Virginia Commonwealth University,Clinical Psychology,PhD,F23,Interview,,,,,,2023-01-16,
UNC Charlotte,Clinical Psychology,PhD,F23,Interview,,,,,,2023-01-16,"Has anyone heard back from UNC Charlotte's clinical health phd? Just want to know if I should cross it off my list. Thanks, all!"
University Of Southern California,Clinical Psychology,PhD,F23,Wait listed,,,,,,2023-01-16,"I emailed the program and received this info: ""The Clinical Area will start sending out invitations to interview the week of 1/9. Otherwise, depending on the outcome, faculty may reach out to you up until April."" Has anyone applied to BMK and had updates?"
Georgia Southern University,Clinical Psychology,PsyD,F23,Interview,,,,,,2023-01-16,Has anyone received anything from Georgia Southern about interviews for PsyD for Fall 23?
"University Of Massachusetts, Amherst",Clinical Psychology,PhD,F23,Wait listed,,,,,,2023-01-16,"Kindly ignore status. Has anyone heard from UMass Amherst? I know they were supposed to send out invites on the 14th, but I haven't seen anything posting about it. Thanks!!"
City College Of New York,Clinical Psychology,PhD,F23,Wait listed,,,,,,2023-01-16,Has anyone heard back from Colin Powell School for Civic and Global Leadership clinical psych yet?
"Queens College, CUNY",Clinical Psychology,PhD,F23,Wait listed,,,,,,2023-01-16,"Does anyone know if Queens College, CUNY Clinical Psych PhD has sent out all interview invites yet?"
Uni Of Arizona,Clinical Psychology,PhD,F23,Interview,,,,,,2023-01-16,"Interview was done by third week of December, waitlist"
Uni Of Hawaii At Manoa,Clinical Psychology,PhD,F23,Interview,,,,,,2023-01-16,Got invited to second interview - both through zoom
Hofstra University,Clinical Psychology,PhD,F23,Interview,,3.20,,,,2023-01-16,mass email
University Of North Dakota,Counseling Psychology,PhD,F23,Interview,,,,,,2023-01-16,
Yeshiva University,Clinical Psychology,PsyD,F23,Interview,,,,,,2023-01-16,
Case Western Reserve University,Clinical Psychology,PhD,F23,Rejected,2023-01-16,,,,,2023-01-16,Emailed PI and got a response that I was not invited to an interview.
University Of Minnesota,Developmental Psychology,PhD,F23,Rejected,2023-01-12,4.00,,,,2023-01-16,
University Of Denver,Counseling Psychology,PhD,F23,Rejected,2023-01-04,3.85,,,,2023-01-16,"was declined, but was followed up with ""With that said, we remain impressed with your application, experience, and goals and would like to offer you the opportunity to be considered for our Master of Arts in Counseling Psychology or Master of Arts in Research Methods and Statistics. The MA in Counseling Psychology can lead to professional counseling licensure. Alternatively, the MA in Research Methods and Statistics can help you develop innovative research skills applicable for many fields and take the next step towards a PhD program"" and was able to forward my application to one of those programs at no cost or hassle."
University Of South Carolina,Clinical-Community Psychology,PhD,F23,Rejected,2023-01-14,3.85,,,,2023-01-16,sad
"University Of California, Santa Cruz",Psychology,PhD,F23,Interview,,,,,,2023-01-16,Interviewee on 12/28
University Of Maryland Baltimore (UMBC),Health Services Psychology,PhD,F23,Interview,,3.85,,,,2023-01-16,"prelim interview with really quick turnaround, as I was notified 1/13 and prelim interview (30 min zoom call) is on tuesday 1/17 morning"
University Of Pennsylvania,Psychology,PhD,F23,Wait listed,,,,,,2023-01-16,"Ignore status! Has anyone heard anything from UPenn? Specifically Developmental Psych? Prelims or interviews are fine, thanks"
University Of North Dakota,Counseling Psychology,PhD,F23,Interview,,3.80,,,,2023-01-16,Received generic email from Doctoral Program Training Director inviting me to interview via Zoom
University Of South Carolina,Clinical Psychology,PhD,F23,Rejected,2023-01-16,,,,,2023-01-16,crying
The Chicago School Of Professional Psychology,Clinical Psychology,PsyD,F23,Interview,,3.62,,,,2023-01-16,Master of Clinical Psychology GPA 3.8
The Chicago School Of Professional Psychology,Clinical Psychology,PsyD,F23,Interview,,3.62,,,,2023-01-16,Master of Clinical Psychology GPA 3.8
UNC Greensboro,Clinical Psychology,PhD,F23,Interview,,3.90,,,,2023-01-16,Contacted by PI: KE
Yeshiva University,Clinical Psychology,PsyD,F23,Interview,,,,,,2023-01-16,
Hofstra University,Clinical Psychology,PhD,F23,Interview,,,,,,2023-01-16,Email from DCT
Yeshiva University,Clinical Psychology,PsyD,F23,Interview,,,,,,2023-01-16,"Received an email this morning in my junk folder from admissions extending an interview invitation for 1/26 sent on behalf of KC. FWIW, I applied for KA."
Brown University,Developmental Psychology,PhD,F23,Interview,,3.23,,,,2023-01-16,
University Of North Texas,Clinical Psychology,PhD,F23,Rejected,2023-01-14,,,,,2023-01-16,
University Of South Carolina,Clinical Community Psychology,PhD,F23,Interview,,,,,,2023-01-15,"Has anyone heard from the University of South Carolina? It appears that invites to visiting day for the Clinical Psychology Program are supposed to be sent out between early and mid January, but so far I haven't heard anything either way."
New York University,Psychology,PhD,F23,Interview,,,,,,2023-01-15,In person open house February 17th
"University Of California, San Diego",Psychology,PhD,F23,Interview,,,,,,2023-01-15,Open house Feb 8-10
"University Of California, Berkeley",Psychology,PhD,F23,Interview,,,,,,2023-01-15,Interview days Feb 2-3
"University Of California, Berkeley",Psychology,PhD,F23,Interview,,,,,,2023-01-15,
Harvard University,Psychology,PhD,F23,Interview,,,,,,2023-01-15,"Official interview invite (February 3rd, 2022)"
SUNY Buffalo,Clinical Psychology,PhD,F23,Rejected,2023-01-14,,,,,2023-01-15,Rejected because PI (JB) is no longer in line for recruiting this year!
University Of North Carolina Wilmington,Clinical Psychology,PhD,F23,Interview,,3.83,166,6.00,165,2023-01-15,PIs CC and LL. Looked like mass email from program. Interview days over Zoom February 17-18
John Jay College Of Criminal Justice,Clinical Psychology,PhD,F23,Rejected,2023-01-13,3.83,166,6.00,165,2023-01-15,Mass email
University Of Montana,Clinical Psychology,PhD,F23,Rejected,2023-01-11,,,,,2023-01-15,This program looks amazing! Congrats to everyone who got an interview :)
University Of South Carolina,Clinical-Community Psychology,PhD,F23,Interview,,,,,,2023-01-15,Invited for official interview day
University Of Virginia,Clinical Psychology,PhD,F23,Interview,,,,,,2023-01-15,prelim.
University Of North Carolina Wilmington,Clinical Psychology,PhD,F23,Interview,,3.99,164,5.50,157,2023-01-15,Got an email invite to interview weekend!
University Of New Hampshire,Psychology,PhD,F23,Interview,,3.99,,,,2023-01-15,informal interview
University Of Virginia,School Psychology,PhD,F23,Rejected,2023-01-11,,,,,2023-01-15,
Yale University,Psychology,PhD,F23,Wait listed,,,,,,2023-01-15,Ignore the status. Did anyone hear anything from Yale Psychology?
University Of Washington,Clinical Psychology,PhD,F23,Interview,,3.60,,,,2023-01-15,"BA in Psychology, minor in biomedical research, 3 years of research experience, no publications, in several outreach and career-related volunteering opportunities"
UNC Greensboro,Social Psychology,PhD,F23,Wait listed,,,,,,2023-01-15,"Hi, all! Has anyone who applied to UNCG in the experimental area heard back from any of the PI? I have seen Clinical one's getting interview offers, however, nothing from the other ones. So, I am confused if it's mass emails or individual PI's reaching out and if the process of offering interviews differ for both. 
Thanks if you decide to reply!"
Stanford University,Psychology,PhD,F23,Interview,,4.00,,,,2023-01-14,
New York University,Psychology,PhD,F23,Wait listed,,,,,,2023-01-14,Ignore status. I'm wondering if anyone has heard from NYU Psychology program:) I haven't seen any relevant posts yet
Texas A&M University - College Station (TAMU),Counseling Psychology,PhD,F23,Rejected,2023-01-14,3.70,,,,2023-01-14,
IUPUI,Clinical Psychology,PhD,F23,Rejected,2023-01-09,,,,,2023-01-14,
University Of California San Diego,Experimental Psychology,PhD,F23,Rejected,2023-01-11,3.63,,,,2023-01-14,Email from the committee was sent on 11 Jan to inform me that all the interview invitation has been sent while I did't have one.
University Of Southern Mississippi,Adult Clinical Psychology,PhD,S23,Rejected,2023-01-13,3.75,,,,2023-01-14,
LIU Brooklyn,Clinical Psychology,PhD,F23,Interview,,3.92,163,4.00,166,2023-01-14,Call from a first-year doctoral student inviting me to interview on 2/11.
"Long Island University, Brooklyn",Clinical Psychology,PhD,F23,Interview,,3.68,,,,2023-01-14,"Got invited to an interview day on 02/11. I have 2 1/2 years undergraduate research experience in 2 labs. I did a 1-year research internship and am currently completing a 2-semester neuropsychology research internship. 2 publications in press, 2 first author papers in pending. 5 poster presentations. 2 1/2 years clinical experience in mental health field."
LIU Brooklyn,Clinical Psychology,PhD,F23,Interview,,3.96,,,,2023-01-14,
Simon Fraser University,Clinical Psychology,Masters,F23,Rejected,2023-01-14,,,,,2023-01-14,Didn't apply for the CGS-M (federal scholarship).
